cell_set_accession	cell_label	cell_fullname	parent_cell_set_accession	parent_cell_set_name	labelset	cell_ontology_term_id	cell_ontology_term	rationale	rationale_dois	marker_gene_evidence	synonyms	neurotransmitter_accession	neurotransmitter_rationale	neurotransmitter_marker_gene_evidence	neighborhood	Neuronal	Glial	CTX.cluster_label	supertype.markers.combo _within subclass_	supertype.markers.combo	CCF_acronym.freq	sex.bias	cluster.markers.combo _within subclass_	nt.markers	CTX.supertype_label	v2.size	v3.size	cluster.TF.markers.combo	multiome.size	Dark	subclass.markers.combo	Light	anatomical_annotation	CTX.supertype_id	np.markers	CTX.subclass_id	cluster.markers.combo	CTX.subclass_label	CCF_broad.freq	merfish.markers.combo	CTX.size	subclass.tf.markers.combo	nt_type_label	nt_type_combo_label	CTX.cluster_id	CTX.neighborhood_id	F	CTX.neighborhood_label	M
CS20230722_CLUS_4413	4413 SPVI-SPVC Tlx3 Ebf3 Glut_1		CS20230722_SUPT_0981	0981 SPVI-SPVC Tlx3 Ebf3 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:9.11	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.83	None	Nhlh1,4930469K13Rik	Slc17a6:9.11	None	0	78	Nhlh1,Hoxb5,Insm1	0	0.06	None	0.94	SPVI SPVC out	None	Pdyn:9.3,Adcyap1:7.2,Tac1:3.7,Penk:3.3	None	4930469K13Rik,Nhlh1	None	NA:0.85	D130009I18Rik,Pdyn,Ltbp1,Ngb	None	None	Glut	Glut	None	None	0.68	None	0.32
CS20230722_CLUS_4414	4414 SPVI-SPVC Tlx3 Ebf3 Glut_1		CS20230722_SUPT_0981	0981 SPVI-SPVC Tlx3 Ebf3 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:9.43	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:1	None	Clec1a,Chst9	Slc17a6:9.43	None	0	15	Hoxb6,Prox1,Lmx1b,Id2,Mkx	0	0.07	None	0.93	SPVI SPVC out	None	Penk:6.3,Adcyap1:6.1,Pdyn:5.5,Grp:3.1	None	D130009I18Rik,Chst9,Prrxl1	None	NA:1	D130009I18Rik,Chst9,Prrxl1	None	None	Glut	Glut	None	None	0.87	None	0.13
CS20230722_CLUS_4415	4415 SPVI-SPVC Tlx3 Ebf3 Glut_1		CS20230722_SUPT_0981	0981 SPVI-SPVC Tlx3 Ebf3 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.59	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.77,COPY:0.07	None	D130079A08Rik,Ebf2	Slc17a6:8.59	None	0	67	Tlx3,Zic4,Nr4a3,Pou4f1	0	0.1	None	0.9	SPVI SPVC out	None	Adcyap1:8.4,Pdyn:6.9	None	D130009I18Rik,Gmnc,Scn5a	None	NA:0.79,MY:0.13	D130009I18Rik,Pdyn,Ebf2	None	None	Glut	Glut	None	None	0.3	None	0.7
CS20230722_CLUS_4416	4416 SPVI-SPVC Tlx3 Ebf3 Glut_1		CS20230722_SUPT_0981	0981 SPVI-SPVC Tlx3 Ebf3 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:7.88	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:1	None	Hoxc6	Slc17a6:7.88	None	1	33	Hoxc6,Nfix,Lmx1b	0	0.03	None	0.97	SPVI SPVC out	None	Adcyap1:4.2	None	Hoxc6,Myzap	None	NA:1	Hoxb8,Rbp4,Pou4f1	None	None	Glut	Glut	None	None	0.12	None	0.88
CS20230722_CLUS_4417	4417 SPVI-SPVC Tlx3 Ebf3 Glut_2		CS20230722_SUPT_0982	0982 SPVI-SPVC Tlx3 Ebf3 Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a6:8.48,Gad2:7.29	Slc17a6|Gad2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.38,SPVO:0.33,MY:0.07,sptV:0.07	None	Morc1	Slc17a6:8.48,Gad2:7.29	None	0	29	Bnc2,Lbx1,Pou6f2,Nfib	0	0.1	None	0.9	PARN	None	Sst:8.1,Cck:7.2,Tac1:4.2	None	Morc1,Dsc3,Hoxb3	None	MY:0.87	Bnc2,Oxtr,Ndnf,Hoxb3,Arhgap36	None	None	Glut	Glut	None	None	0.41	None	0.59
CS20230722_CLUS_4418	4418 SPVI-SPVC Tlx3 Ebf3 Glut_2		CS20230722_SUPT_0982	0982 SPVI-SPVC Tlx3 Ebf3 Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a6:9.14,Gad2:4.85	Slc17a6|Gad2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.73,SPVO:0.27	None	Crhbp	Slc17a6:9.14,Gad2:4.85	None	0	30	Tlx1,Nfib,Hoxd3,Tox3,Bnc2	0	0.13	None	0.87	PARN	None	Penk:4.7,Nts:3.3	None	Tlx1,Smoc2,Hoxd3	None	MY:1	Bnc2,Smoc2,Crhbp	None	None	Glut	Glut	None	None	0.37	None	0.63
CS20230722_CLUS_4419	4419 SPVI-SPVC Tlx3 Ebf3 Glut_2		CS20230722_SUPT_0982	0982 SPVI-SPVC Tlx3 Ebf3 Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a6:8.81,Gad2:3.28	Slc17a6|Gad2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPVI:0.34,NTS:0.27,PARN:0.27	None	Lama4,Tlx1	Slc17a6:8.81,Gad2:3.28	None	0	70	Tlx1,Zic1	0	0.03	None	0.97	PARN	None	Adcyap1:5.8	None	Tlx1,Zic1,Trhr	None	MY:0.96	Bnc2,Hoxb3,Dlk1,Nfix,Syt6	None	None	Glut	Glut	None	None	0.5	None	0.5
CS20230722_CLUS_4420	4420 SPVI-SPVC Tlx3 Ebf3 Glut_2		CS20230722_SUPT_0982	0982 SPVI-SPVC Tlx3 Ebf3 Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a6:9.12,Gad2:8.19	Slc17a6|Gad2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.41,SPVI:0.32,SPVO:0.16	None	Npas1	Slc17a6:9.12,Gad2:8.19	None	0	164	Tlx1,Npas1,Bnc2	0	0.1	None	0.9	PARN	None	Adcyap1:4.3	None	Tlx1,Npas1,Bnc2	None	MY:0.96	Bnc2,Hoxb3,Npas1,Pde11a	None	None	Glut	Glut	None	None	0.46	None	0.54
CS20230722_CLUS_4421	4421 SPVI-SPVC Tlx3 Ebf3 Glut_2		CS20230722_SUPT_0982	0982 SPVI-SPVC Tlx3 Ebf3 Glut_2	cluster							CS20230722_NEUR_Glut	Gad2:8.97,Slc17a6:8.81	Gad2|Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.53,SPVI:0.2,SPVO:0.18	None	Tshr,Bnc2	Gad2:8.97,Slc17a6:8.81	None	0	59	Tlx1,Nfix,Tshz2,Bnc2,Tox	0	0.02	None	0.98	PARN	None	Nts:6.4,Tac1:4.7,Penk:4.3	None	Tlx1,Hpgd,Hoxb3	None	MY:0.98	Bnc2,Popdc3,Nts,Nfib	None	None	Glut	Glut	None	None	0.42	None	0.58
CS20230722_CLUS_4422	4422 SPVI-SPVC Tlx3 Ebf3 Glut_2		CS20230722_SUPT_0982	0982 SPVI-SPVC Tlx3 Ebf3 Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a6:8.53,Gad2:3.66	Slc17a6|Gad2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPVI:0.35,NA:0.21,COPY:0.2,CB:0.06	None	Pi15,Lmx1b	Slc17a6:8.53,Gad2:3.66	None	0	36	Tlx1,Hoxb5,Lmx1b	0	0.14	None	0.86	PARN	None	Cck:6.8,Grp:4,Nts:3.3	None	Tlx1,Hoxb5,Lmx1b	None	MY:0.41,NA:0.31,CB:0.26	Hoxb5,Nts,Lhx2,Tacr3	None	None	Glut	Glut	None	None	0.47	None	0.53
CS20230722_CLUS_4423	4423 SPVI-SPVC Tlx3 Ebf3 Glut_2		CS20230722_SUPT_0982	0982 SPVI-SPVC Tlx3 Ebf3 Glut_2	cluster							CS20230722_NEUR_Glut	Gad2:8.71,Slc17a6:8.62	Gad2|Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPVI:0.44,PARN:0.27,NTS:0.15	None	Gm32828,Gabrq	Gad2:8.71,Slc17a6:8.62	None	0	131	Tlx3,Lhx2,Hoxb4,Nfib,Zfp831	0	0.03	None	0.97	PARN	None	Adcyap1:4.8,Sst:3.5	None	Tlx3,Lhx2,Bmpr1b,Hoxb3	None	MY:0.92	Hoxb3,Lhx2,Bmpr1b,Tacr3,Bcl11a	None	None	Glut	Glut	None	None	0.39	None	0.61
CS20230722_CLUS_4424	4424 SPVI-SPVC Tlx3 Ebf3 Glut_3		CS20230722_SUPT_0983	0983 SPVI-SPVC Tlx3 Ebf3 Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:7.62	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.96	None	Rbpms	Slc17a6:7.62	None	0	60	Hoxb8,Rreb1,Maf,Prrxl1,Ebf2	0	0.05	None	0.95	SPVC out	None	Adcyap1:8.8,Sst:6.1,Tac1:6,Vip:3.5	None	Abcc9,Kcne4,Kcnh8	None	NA:0.96	Abcc9,Grpr,Col8a1,Drd2	None	None	Glut	Glut	None	None	0.58	None	0.42
CS20230722_CLUS_4425	4425 SPVI-SPVC Tlx3 Ebf3 Glut_3		CS20230722_SUPT_0983	0983 SPVI-SPVC Tlx3 Ebf3 Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:7.35	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:1	None	Hpse	Slc17a6:7.35	None	0	76	Prrxl1,Rreb1,Hoxb7,Aff1,Ebf2,Nfib	0	0.05	None	0.95	SPVC out	None	Adcyap1:9,Sst:8.7,Tac1:7.1,Penk:3.9	None	4930469K13Rik,Hpse,Prrxl1	None	NA:1	Abcc9,C1ql1,Drd3	None	None	Glut	Glut	None	None	0.68	None	0.32
CS20230722_CLUS_4426	4426 SPVI-SPVC Tlx3 Ebf3 Glut_3		CS20230722_SUPT_0983	0983 SPVI-SPVC Tlx3 Ebf3 Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:8.16	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.92	None	Gda,Nxph4,Abcc9	Slc17a6:8.16	None	1	73	Tlx3,Hoxb6,Bcl11b,Ebf2,Zfpm2,Zeb2	0	0.07	None	0.93	SPVC out	None	Cck:5.8,Adcyap1:5.3,Tac1:4.1,Penk:3.2	None	4930469K13Rik,Skor2,Adamtsl3,Slc35d3	None	NA:0.92	Abcc9,Rxfp1,Nxph4,Ebf2	None	None	Glut	Glut	None	None	0.55	None	0.45
CS20230722_CLUS_4427	4427 SPVI-SPVC Tlx3 Ebf3 Glut_3		CS20230722_SUPT_0983	0983 SPVI-SPVC Tlx3 Ebf3 Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:8.45	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:1	None	Hhip,Crh	Slc17a6:8.45	None	0	41	Hoxb8,Tlx3,Rorb,Bcl11b,Zfp536,Zfp521	0	0.05	None	0.95	SPVC out	None	Tac1:8.7,Penk:4.9,Adcyap1:4.4	None	Abcc9,Qrfpr,Crh,Hhip	None	NA:1	Abcc9,Qrfpr,Crh,Myo5b	None	None	Glut	Glut	None	None	0.61	None	0.39
CS20230722_CLUS_4428	4428 SPVI-SPVC Tlx3 Ebf3 Glut_3		CS20230722_SUPT_0983	0983 SPVI-SPVC Tlx3 Ebf3 Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:8.02	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:1	None	C1ql1,Qrfpr	Slc17a6:8.02	None	0	45	Hoxb8,Rxrg,Lmx1b,Rorb,Zfp536,Hoxb7	0	0	None	1	SPVC out	None	Tac1:8.8,Adcyap1:6.7,Npff:3.9,Crh:3.4	None	4930469K13Rik,C1ql1,Skor2	None	NA:1	Abcc9,Col24a1,Qrfpr	None	None	Glut	Glut	None	None	0.76	None	0.24
CS20230722_CLUS_4429	4429 SPVI-SPVC Tlx3 Ebf3 Glut_3		CS20230722_SUPT_0983	0983 SPVI-SPVC Tlx3 Ebf3 Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:7.78	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.95	None	Gucy2d	Slc17a6:7.78	None	0	45	Hoxb6,Tlx3,Bcl11b,Zim1,Rxrg,Prrxl1	0	0.04	None	0.96	SPVC out	None	Adcyap1:7.1,Sst:7,Npff:6.1,Tac1:4.5	None	Gucy2d,Lmx1b	None	NA:0.95	Abcc9,C1ql1,Kl	None	None	Glut	Glut	None	None	0.71	None	0.29
CS20230722_CLUS_4430	4430 SPVI-SPVC Tlx3 Ebf3 Glut_3		CS20230722_SUPT_0983	0983 SPVI-SPVC Tlx3 Ebf3 Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:8.45	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.92	None	Slc18a2,4930469K13Rik	Slc17a6:8.45	None	0	170	Tlx3,Hoxb6,Bcl11b,Rxrg,Ebf2,Uncx	0	0	None	1	SPVC out	None	Tac1:9.3,Sst:6.1,Adcyap1:3.8,Cck:3.4,Calca:3.4	None	4930469K13Rik,Esm1,Adamts19	None	NA:0.92	Abcc9,Qrfpr,Col5a1,Adamts19	None	None	Glut	Glut	None	None	0.45	None	0.55
CS20230722_CLUS_4431	4431 SPVI-SPVC Tlx3 Ebf3 Glut_4		CS20230722_SUPT_0984	0984 SPVI-SPVC Tlx3 Ebf3 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:7.83	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.68,SPVI:0.32	None	Nmu	Slc17a6:7.83	None	0	49	Prrxl1,Tlx3,Maf,Zeb2,Lbx1,Zim1	0	0.08	None	0.92	SPVC out	None	Adcyap1:8.3,Tac1:6.4,Cck:4.8,Nmu:4,Sst:3.9,Penk:3.8	None	4930469K13Rik,Ano1,Tex15	None	NA:0.68,MY:0.32	Prrxl1,Rxfp1,Cpa6,Hoxb5	None	None	Glut	Glut	None	None	0.67	None	0.33
CS20230722_CLUS_4432	4432 SPVI-SPVC Tlx3 Ebf3 Glut_4		CS20230722_SUPT_0984	0984 SPVI-SPVC Tlx3 Ebf3 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:8.22	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.46,SPVI:0.41	None	Dynap,Plch1,Bnc2	Slc17a6:8.22	None	0	195	Tlx3,Zic4,Bnc2,Mef2c,Hoxb5,Hoxc4	0	0.11	None	0.89	SPVI SPVC	None	Cck:6.3,Adcyap1:5.1,Penk:4	None	Dynap,Plch1,Bnc2	None	MY:0.5,NA:0.5	Hoxb5,Bnc2,Skor1,Fgf10,Bmp3	None	None	Glut	Glut	None	None	0.6	None	0.4
CS20230722_CLUS_4433	4433 SPVI-SPVC Tlx3 Ebf3 Glut_4		CS20230722_SUPT_0984	0984 SPVI-SPVC Tlx3 Ebf3 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:8.39	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPVI:0.65,NA:0.25	None	Ism1,Cfap61,Lncenc1,Baiap3,Tafa2	Slc17a6:8.39	None	0	220	Tlx3,Zic4,Ebf2,Zfpm2,Nfib,Hoxa5	0	0.08	None	0.92	SPVI SPVC	None	Adcyap1:7.1,Cck:3.9	None	Gmnc,Lncenc1,Sema3e,Nfib	None	MY:0.74,NA:0.25	Hoxb5,Ebf2,Lncenc1,Nfib,Ror1,Trhr	None	None	Glut	Glut	None	None	0.3	None	0.7
CS20230722_CLUS_4434	4434 SPVI-SPVC Tlx3 Ebf3 Glut_4		CS20230722_SUPT_0984	0984 SPVI-SPVC Tlx3 Ebf3 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:8.33	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.68,SPVI:0.23	None	Dynap,Plch1,Skor2	Slc17a6:8.33	None	0	72	Tlx3,Zic4,Zfpm2,Hoxb6,Ebf2,Bcl11b	0	0.03	None	0.97	SPVI SPVC	None	Penk:6.3,Cck:5.7,Adcyap1:4.3	None	Dynap,Plch1,Skor2	None	NA:0.71,MY:0.29	Hoxb5,Rxfp1,Skor1,Dsg2,Baiap3,Ebf2	None	None	Glut	Glut	None	None	0.76	None	0.24
CS20230722_CLUS_4435	4435 SPVI-SPVC Tlx3 Ebf3 Glut_4		CS20230722_SUPT_0984	0984 SPVI-SPVC Tlx3 Ebf3 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:8.14,Th:5.71	Slc17a6|Th	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.62,SPVI:0.3	None	Th,Dynap	Slc17a6:8.14,Th:5.71	None	0	58	Tlx3,Bnc2,Hoxa5,Hoxc4,Bcl11a,Zim1	0	0.03	None	0.97	SPVI SPVC	None	Adcyap1:8.2,Tac1:7.6,Sst:4,Penk:3.1	None	Dynap,Th	None	NA:0.66,MY:0.34	Hoxb5,Th,Bmp3,Ebf2,Tafa2	None	None	Glut	Glut	None	None	0.71	None	0.29
CS20230722_CLUS_4436	4436 SPVI-SPVC Tlx3 Ebf3 Glut_4		CS20230722_SUPT_0984	0984 SPVI-SPVC Tlx3 Ebf3 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:7.99,Gad2:3.34	Slc17a6|Gad2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPVI:0.48,NA:0.3,sptV:0.07	None	Ntng2,Scn4b	Slc17a6:7.99,Gad2:3.34	None	2	124	Tlx3,Bnc2,Bcl11b,Hoxa5,Hoxc4	0	0.13	None	0.87	SPVI SPVC	None	Cck:6.7,Penk:3	None	Skor2,Bnc2,Ntng2	None	MY:0.58,NA:0.39	Hoxb5,Bnc2,Skor1,Gpr88,Lypd1	None	None	Glut	Glut	None	None	0.53	None	0.47
CS20230722_CLUS_4437	4437 SPVI-SPVC Tlx3 Ebf3 Glut_4		CS20230722_SUPT_0984	0984 SPVI-SPVC Tlx3 Ebf3 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:8.42	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SPVI:0.36,NA:0.34,MY:0.09,Pa5:0.08	None	Hs3st3a1,Hoxa5	Slc17a6:8.42	None	0	31	Tlx3,Nfib,Barx2,Hoxa5,Zfpm2,Hoxd3	0	0.03	None	0.97	SPVI SPVC	None	Adcyap1:8,Penk:6.6,Nts:6.4,Pdyn:3.6	None	Dynap,Has2os	None	MY:0.58,NA:0.38	Hoxb5,Nts,Rbp4	None	None	Glut	Glut	None	None	0.52	None	0.48
CS20230722_CLUS_4438	4438 SPVI-SPVC Tlx3 Ebf3 Glut_5		CS20230722_SUPT_0985	0985 SPVI-SPVC Tlx3 Ebf3 Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:8.33	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.49,NA:0.26,SPVI:0.23	None	Ccdc192	Slc17a6:8.33	None	1	119	Tlx3,Bnc2,Hoxc4,Prrxl1,Sox5,Hoxb5	0	0.02	None	0.98	MDRNd LRN	None	Sst:6.9,Adcyap1:6.8	None	Gm28822,Hoxc4,Ctxn3	None	MY:0.74,NA:0.26	Ctxn3,Hoxb5,Bnc2	None	None	Glut	Glut	None	None	0.56	None	0.44
CS20230722_CLUS_4439	4439 SPVI-SPVC Tlx3 Ebf3 Glut_5		CS20230722_SUPT_0985	0985 SPVI-SPVC Tlx3 Ebf3 Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:8.01,Gad2:3.56	Slc17a6|Gad2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NTS:0.38,PARN:0.25,SPVI:0.25	None	Gbx1,Glp1r	Slc17a6:8.01,Gad2:3.56	None	0	55	Gbx1,Bnc2,Hoxd3,Nr2f2,Zfp536	0	0.11	None	0.89	MDRNd LRN	None	Sst:5	None	Gm28822,Tll2,Glp1r	None	MY:1	Bnc2,Hoxb5,Hgf,Zfp536	None	None	Glut	Glut	None	None	0.44	None	0.56
CS20230722_CLUS_4440	4440 SPVI-SPVC Tlx3 Ebf3 Glut_5		CS20230722_SUPT_0985	0985 SPVI-SPVC Tlx3 Ebf3 Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:8.84	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PARN:0.27,PGRNl:0.27,IRN:0.18,rust:0.14	None	Irs4,Gabre	Slc17a6:8.84	None	0	13	Bnc2,Hoxc4,Zfp831,Lmx1b,Zfp536,Tox	0	0	None	1	MDRNd LRN	None	Tac1:9.5,Adcyap1:8.3	None	Bnc2,Hoxc4,Gabre,Hcrtr2	None	MY:0.84	Bnc2,Ecel1,Hoxb3,Bmp3,Hcrtr2	None	None	Glut	Glut	None	None	0.31	None	0.69
CS20230722_CLUS_4441	4441 SPVI-SPVC Tlx3 Ebf3 Glut_6		CS20230722_SUPT_0986	0986 SPVI-SPVC Tlx3 Ebf3 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.3	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.97	None	Glipr2	Slc17a6:8.3	None	1	91	Hoxb8,Egr3,Tlx3,Zeb2,Nfib,Ebf2	0	0.01	None	0.99	SPVC out	None	Tac1:10,Pnoc:8,Penk:7.6,Pdyn:6.2,Sst:4,Nmb:3.6	None	Gna14,Skor2,Dkk2	None	NA:0.97	Hoxb8,Wif1,Grpr,Pdyn	None	None	Glut	Glut	None	None	0.48	None	0.52
CS20230722_CLUS_4442	4442 SPVI-SPVC Tlx3 Ebf3 Glut_6		CS20230722_SUPT_0986	0986 SPVI-SPVC Tlx3 Ebf3 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:7.65	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:1	None	Scara5,Hoxb8	Slc17a6:7.65	None	0	83	Hoxb8,Pou6f2,Ebf2,Prrxl1,Rarb	0	0.06	None	0.94	SPVC out	None	Sst:9,Tac1:8.6,Penk:8.2,Grp:4	None	Hoxb8,A730046J19Rik,Gpr139	None	NA:1	Hoxb8,Clic5,Fam163a,Grp	None	None	Glut	Glut	None	None	0.76	None	0.24
CS20230722_CLUS_4443	4443 SPVI-SPVC Tlx3 Ebf3 Glut_6		CS20230722_SUPT_0986	0986 SPVI-SPVC Tlx3 Ebf3 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.03	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:1	None	Nmb,Grp	Slc17a6:8.03	None	0	138	Hoxb8,Tlx3,Esr1,Zeb2,Sox5,Ebf2	0	0.03	None	0.97	SPVC out	None	Penk:7.2,Tac1:6.4,Nmb:5.7,Grp:5.4	None	Hoxb8,Smoc2,Gpr83	None	NA:1	Hoxb8,Smoc2,Gpr83	None	None	Glut	Glut	None	None	0.65	None	0.35
CS20230722_CLUS_4444	4444 SPVI-SPVC Tlx3 Ebf3 Glut_6		CS20230722_SUPT_0986	0986 SPVI-SPVC Tlx3 Ebf3 Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.03	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:1	None	A730046J19Rik,Gda	Slc17a6:8.03	None	0	42	Hoxb8,Zfp831,Sox5,Lmx1b,Rxrg,Hoxd3	0	0.1	None	0.9	SPVC out	None	Penk:5.6,Tac1:3.2	None	Hoxb8,A730046J19Rik,Ecel1	None	NA:1	Hoxb8,Grpr,Nptx2	None	None	Glut	Glut	None	None	0.69	None	0.31
CS20230722_CLUS_4445	4445 SPVI-SPVC Tlx3 Ebf3 Glut_7		CS20230722_SUPT_0987	0987 SPVI-SPVC Tlx3 Ebf3 Glut_7	cluster							CS20230722_NEUR_Glut	Slc17a6:7.39	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.71,Pa5:0.07,COPY:0.04	None	Hmcn1	Slc17a6:7.39	None	0	37	Prrxl1,Nfix,Tlx3,Uncx,Nfib,Ebf2	0	0.14	None	0.86	SPVI SPVC out	None	Penk:7.9,Sst:7.1,Adcyap1:5.7	None	Gmnc,Mgp,Ano1	None	NA:0.77,MY:0.15	Prrxl1,Hmcn1,Mctp2,Ebf2	None	None	Glut	Glut	None	None	0.49	None	0.51
CS20230722_CLUS_4446	4446 SPVI-SPVC Tlx3 Ebf3 Glut_7		CS20230722_SUPT_0987	0987 SPVI-SPVC Tlx3 Ebf3 Glut_7	cluster							CS20230722_NEUR_Glut	Slc17a6:7.94	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.51,COPY:0.12,SPVI:0.11,CB:0.07	None	Col6a1,Mab21l2,Ndnf,Dscaml1	Slc17a6:7.94	None	13	237	Tlx3,Zic4,Nfib,Hoxa5,Ebf2,Zfp536	0	0.07	None	0.93	SPVI SPVC out	None	Adcyap1:7.5,Penk:7.2,Sst:4.9,Cck:3.8	None	Gmnc,Ndnf,Sema3e,Zbbx	None	NA:0.55,MY:0.24,CB:0.21	Hoxb5,Ebf2,Vcan,Drd2,Ndnf,Ltbp1,Zfp536	None	None	Glut	Glut	None	None	0.44	None	0.56
CS20230722_CLUS_4447	4447 SPVI-SPVC Tlx3 Ebf3 Glut_7		CS20230722_SUPT_0987	0987 SPVI-SPVC Tlx3 Ebf3 Glut_7	cluster							CS20230722_NEUR_Glut	Slc17a6:7.36	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.85	None	Wif1,Grpr,4930469K13Rik	Slc17a6:7.36	None	0	63	Tlx3,Nfib,Hoxb6,Sox5,Zim1,Rorb	0	0.06	None	0.94	SPVI SPVC out	None	Tac1:9.3,Penk:7.5,Sst:5.2,Adcyap1:4.9	None	4930469K13Rik,Mgp,Grpr	None	NA:0.87	Wif1,Grpr,Abcc9	None	None	Glut	Glut	None	None	0.49	None	0.51
CS20230722_CLUS_4448	4448 CU-ECU-SPVI Foxb1 Glut_1		CS20230722_SUPT_0988	0988 CU-ECU-SPVI Foxb1 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:9.16	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.87	None	Cpa6,Tmem132c	Slc17a6:9.16	None	0	45	Prdm6,Hoxb8,Evx1	0	0.16	None	0.84	SPVC GR CU	None	Cck:7.3,Sst:5.1,Pdyn:3.5	None	Prdm6,Hoxb8,Evx1os	None	NA:0.89	Hoxb8,Evx2,Bnc2,Reln	None	None	Glut	Glut	None	None	0.38	None	0.62
